ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-449147,Signaling by Interleukins,104/2093,263/8828,4.858732292016059e-9,5.1162451034929106e-6,4.48026261874323e-6,16178/16177/107527/17082/20849/12912/70247/16331/17164/68652/237313/14360/67603/73914/16878/67245/16160/12330/19052/16189/26397/26398/69077/20848/20969/26443/18035/20663/14281/73086/20963/16198/18708/16195/218624/26419/19229/16880/16197/22631/12983/16185/56438/11908/12703/26413/93871/20112/26416/16913/21770/22324/56468/26410/53603/20908/16452/77125/12982/16184/107746/22034/16175/228769/18706/60505/16194/19172/12977/18033/16476/18710/16818/20111/18707/16193/21682/26414/19247/76399/22190/26965/107607/16162/209590/16192/108960/16170/26440/16190/60504/16150/319520/12367/16161/16168/19171/12362/16154/73699/74769/235584/102626/110651,104
R-MMU-388841,Costimulation by the CD28 family,34/2093,58/8828,1.2071251015893423e-8,5.757870797474247e-6,5.042130073061869e-6,12487/12477/54167/18566/12503/23797/226849/14360/50723/19052/53859/26932/26931/18708/17444/109270/12524/208154/18607/21770/22324/26410/58205/20779/18706/75778/18710/16818/19247/19353/12500/12501/73699/12988,34
R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,143/2093,399/8828,1.6404190306194437e-8,5.757870797474247e-6,5.042130073061869e-6,17974/18187/12912/13869/17164/338375/23797/19165/16780/13982/16773/19272/14360/83767/12834/67603/327826/215449/319939/114716/76884/237759/19052/71520/67300/14786/20848/11975/16416/18750/260302/20698/108100/19878/11845/73086/140580/56705/218397/18708/16398/19229/24064/14083/93686/18591/17444/109270/11908/15382/26413/224116/20112/18815/18607/26416/12815/66237/21770/22324/14158/18754/15200/13367/19255/16452/20844/11308/22325/107746/56324/14425/50884/16410/12388/19271/114715/14178/20779/18803/19246/94212/18706/14173/24063/75778/109905/57257/13645/107568/230126/545622/18710/16818/242687/20111/19248/14181/21682/16590/20750/19303/19247/16923/21871/22190/11461/19353/109880/110935/21841/16206/14177/12315/26362/78405/16001/18550/18576/18751/21843/11772/14170/12826/12827/319520/13859/12927/80707/18186/16412/12539/73699/83961/12988/17999/74769/245026/235584/102626/80903/110651/58194,143
R-MMU-448424,Interleukin-17 signaling,31/2093,55/8828,1.8494884537700972e-7,3.895022683639825e-5,3.4108460747423266e-5,12912/17164/68652/67603/19052/26397/26398/14281/73086/26419/11908/26413/20112/26416/21770/26410/22034/18033/16476/20111/26414/22190/26965/107607/108960/16150/319520/73699/235584/102626/110651,31
R-MMU-450294,MAP kinase activation,31/2093,55/8828,1.8494884537700972e-7,3.895022683639825e-5,3.4108460747423266e-5,12912/17164/68652/67603/19052/26397/26398/14281/73086/26419/11908/26413/20112/26416/21770/26410/22034/18033/16476/20111/26414/22190/26965/107607/108960/16150/319520/73699/235584/102626/110651,31
R-MMU-451927,Interleukin-2 family signaling,22/2093,34/8828,4.229174325063846e-7,7.42220094048705e-5,6.499573173256016e-5,20849/16331/20848/20663/20963/16198/18708/19229/12983/16185/16452/12982/16184/18706/60505/18710/16818/18707/16192/60504/16168/74769,22
R-MMU-450282,MAPK targets/ Nuclear events mediated by MAP kinases,19/2093,28/8828,8.886673412449078e-7,1.3368095861869826e-4,1.1706354750835178e-4,12912/17164/67603/19052/14281/73086/26419/11908/26413/20112/26416/21770/16476/20111/26414/319520/73699/235584/110651,19
R-MMU-199418,Negative regulation of the PI3K/AKT network,47/2093,106/8828,2.134620422850739e-6,2.8096941315772857e-4,2.460430908443747e-4,17082/12487/54167/13869/98432/23797/226849/13982/14360/327826/19052/108083/26932/26931/18708/18591/26413/12524/77647/21770/22324/268980/15200/77125/19211/83490/18718/22034/14178/20779/18706/14173/75778/13645/18710/16818/18707/16590/19247/19353/14177/56212/14170/73699/83961/74769/80903,47
R-MMU-4420097,VEGFA-VEGFR2 Pathway,41/2093,90/8828,4.105724105592619e-6,4.803697203543364e-4,4.206566452045771e-4,17974/17164/23797/14360/83767/76884/16416/18750/20698/108100/19878/140580/218397/18708/19229/14083/109270/18607/26416/22324/11308/22325/50884/16410/12388/20779/18803/18706/75778/57257/230126/242687/19303/11461/19353/12315/26362/18751/12927/74769/102626,41
R-MMU-5683057,MAPK family signaling cascades,94/2093,262/8828,4.665987392753496e-6,4.913284724569431e-4,4.3025315326863814e-4,13869/70247/226525/63953/226849/14360/56484/67603/327826/215449/12323/114716/103573/20742/19052/16706/18015/69077/18673/16416/26443/26932/26931/17169/56705/218397/19418/16195/22330/18039/14083/12983/16185/18591/56438/26413/545156/16913/21770/12445/260409/15200/20743/16452/14585/12982/16184/54519/69601/114715/19419/14178/13537/228769/20779/14173/56458/76089/16194/19172/109905/108058/13645/56692/16193/16590/19415/19247/22190/11461/19353/109880/16192/110157/14177/70686/12315/29875/23859/26440/16797/14170/19414/319520/19171/235072/73699/83961/12988/19417/114713/235584/11836/80903,94
