ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-72203,Processing of Capped Intron-Containing Pre-mRNA,199/3887,228/8828,3.0316216357262943e-43,3.1589497444267986e-40,1.8221641621049621e-40,20643/108989/13211/51810/67418/66125/71713/19386/67500/67332/66420/66094/103468/66118/67465/107829/78372/193116/59013/20020/19069/192159/110809/67480/192160/20624/72047/445007/20382/192170/21681/54451/20384/66354/51786/18789/67797/218210/73666/212880/77134/15387/72198/66231/15381/56335/54196/71844/68705/22380/170762/17749/67959/94230/69833/20826/73826/18141/74351/223921/18521/15382/245841/20462/68092/69823/60532/75956/19826/20630/20383/68816/108121/76936/27756/53817/69192/71702/98053/225027/225160/20641/69241/74320/66810/72124/27366/319322/20227/53319/67710/28000/83410/76479/76938/74412/227699/227720/56194/229279/80744/69482/98985/59015/228410/11834/320632/20638/20639/66877/56488/66642/67996/67337/66679/68879/53317/94315/66511/70767/107701/60365/68183/67225/210529/13684/69207/72787/17149/230596/22608/66101/56031/75062/66585/68598/68592/51796/14105/74326/20492/13204/66899/231329/269113/11991/54723/108014/76167/107939/83701/231889/54188/76522/53379/28035/330361/68011/66618/57905/54563/67678/110379/98758/60321/68988/22185/107686/232989/53607/15388/18226/20637/68981/74737/269966/70233/233908/66491/67439/15568/50783/27967/19656/78651/68278/68219/71805/20021/64340/234865/66070/15481/67958/83486/209416/54633/331401/56258,199
R-MMU-72163,mRNA Splicing - Major Pathway,151/3887,172/8828,1.1863100616659677e-33,4.841068659091895e-31,2.7924539896368042e-31,20643/13211/51810/67418/66125/71713/67500/67332/66420/66094/67465/193116/59013/20020/192159/110809/67480/192160/20624/72047/20382/192170/21681/54451/20384/66354/51786/18789/212880/77134/15387/72198/15381/54196/68705/22380/17749/67959/94230/69833/20826/74351/18521/15382/245841/20462/68092/75956/19826/20630/20383/68816/108121/76936/27756/69192/71702/98053/225027/20641/69241/74320/66810/27366/319322/20227/67710/28000/83410/76479/76938/56194/229279/80744/98985/228410/11834/320632/20638/20639/66877/66642/67996/67337/68879/53317/94315/70767/107701/60365/68183/69207/17149/230596/22608/66101/56031/75062/66585/68598/68592/51796/14105/74326/13204/66899/231329/11991/54723/108014/83701/231889/54188/76522/53379/28035/330361/68011/66618/57905/67678/98758/60321/68988/22185/107686/232989/53607/15388/20637/68981/74737/70233/233908/66491/67439/15568/50783/27967/19656/78651/68219/20021/64340/66070/15481/67958/83486/209416/54633/56258,151
R-MMU-72172,mRNA Splicing,155/3887,178/8828,1.3937817636540966e-33,4.841068659091895e-31,2.7924539896368042e-31,20643/13211/51810/67418/66125/71713/67500/67332/66420/66094/67465/78372/193116/59013/20020/192159/110809/67480/192160/20624/72047/20382/192170/21681/54451/20384/66354/51786/18789/67797/212880/77134/15387/72198/15381/54196/68705/22380/17749/67959/94230/69833/20826/74351/18521/15382/245841/20462/68092/75956/19826/20630/20383/68816/108121/76936/27756/69192/71702/98053/225027/20641/69241/74320/66810/27366/319322/20227/67710/28000/83410/76479/76938/56194/229279/80744/98985/228410/11834/320632/20638/20639/66877/66642/67996/67337/68879/53317/94315/70767/107701/60365/68183/67225/69207/17149/230596/22608/66101/56031/75062/66585/68598/68592/51796/14105/74326/13204/66899/231329/11991/54723/108014/76167/83701/231889/54188/76522/53379/28035/330361/68011/66618/57905/67678/98758/60321/68988/22185/107686/232989/53607/15388/20637/68981/74737/70233/233908/66491/67439/15568/50783/27967/19656/78651/68219/20021/64340/66070/15481/67958/83486/209416/54633/56258,155
R-MMU-5688426,Deubiquitination,187/3887,246/8828,4.24737534760521e-25,9.366004232213678e-23,5.402554214156995e-23,227195/12021/70247/226418/17248/56207/30941/21929/68031/12534/216080/17246/17847/78294/103554/108645/621823/22333/57783/216825/22187/22059/216869/19175/59040/69077/26446/22123/14534/56208/19192/19184/66313/66997/12006/15239/68837/75302/26443/18035/19167/15251/19179/110616/22632/69641/22031/19166/19766/20184/246103/66413/22334/56249/104416/67089/19186/19188/18002/50933/17869/66513/328572/51812/252870/22230/21762/28185/30940/74112/50873/19170/12005/16912/16913/18519/59025/225280/11555/17128/17131/17126/19671/107260/19211/76630/74493/14462/20844/22030/66998/19177/56324/59029/71586/19182/107986/22034/68142/84092/228790/26444/56436/56456/12428/20439/19172/19185/229603/15267/26442/170822/192656/26409/230073/269523/21812/19359/320713/329908/107995/269582/26445/170707/68350/73162/19181/107976/231130/231151/100756/71954/67151/22190/17425/11461/76800/22217/12638/107607/70020/70527/56505/24110/22225/232440/69714/23996/57296/170711/24075/74996/26440/109359/360216/23997/22335/18970/21951/22186/14232/68251/17125/19358/74256/19171/17463/22224/67952/11797/11796/50868/235134/235323/17127/235441/84585/11848/22258/71472/12530/67561/236733/15161/11835/54601/108155,187
R-MMU-72766,Translation,173/3887,223/8828,4.49424387342307e-25,9.366004232213678e-23,5.402554214156995e-23,27395/19989/107734/226982/114641/69527/55949/27058/108853/67895/20054/13629/66047/67270/27370/64660/78294/216767/13681/57837/268449/64656/94064/107732/19921/19942/67671/68572/60441/217337/56282/20115/24067/665155/20090/66483/13665/217715/217869/75398/94066/66475/320806/218506/66128/59054/66480/66242/66121/20088/69089/67840/67281/18458/16341/68135/68537/66656/26961/55944/223691/75705/14852/224045/208643/13682/57808/68193/27393/67768/16898/68611/67097/54127/20084/66973/68565/27398/225363/20044/18120/67160/94063/13669/107733/118451/269261/67871/66489/98221/20813/100042807/77721/67204/66481/66230/68028/74600/28030/20091/67707/65111/100043813/68436/74776/13684/67427/28028/20104/56280/108067/20116/54709/67025/19934/66448/66077/66845/20005/66661/94061/68735/100503670/100502825/11837/19988/209354/66258/22384/27979/14548/66223/69956/56284/64658/232536/76846/19943/20103/20085/73830/22121/19899/67308/20068/52443/27397/66085/68052/267019/56347/19935/57312/22186/76808/53356/75617/56040/67891/67941/13627/64655/94062/19944/235606/16785/67115/67248/110954/26905/20102/19982/66235,173
R-MMU-983169,Class I MHC mediated antigen processing & presentation,243/3887,345/8828,4.704623315882525e-24,8.1703624919159845e-22,4.712877040998108e-22,66799/67923/22019/329152/57751/26554/14897/70247/67921/226541/209462/67345/216080/22213/216150/70294/50492/56371/69754/93765/67588/78294/103554/103583/211007/621823/12330/77371/66397/22210/21402/94091/22187/19175/67128/104184/78889/69077/68729/19155/26446/72194/22123/217194/19192/217232/17534/19184/66313/66997/12702/104836/26443/20334/69706/19167/68497/19179/399566/142688/19166/218203/80898/66413/22194/218811/67089/19186/19188/211255/380928/50789/30945/67731/17972/56438/78541/12703/70620/22195/224023/21762/224170/208650/78913/50873/19170/240028/67673/12449/74154/21356/14972/16912/21354/16913/21355/15006/15013/15015/110557/15007/15042/15040/15039/100529082/667977/79263/14991/224826/224938/12211/225055/71745/56515/52563/56550/56736/240396/226098/30838/99152/30839/98766/72323/14828/66998/19177/59029/16410/19182/20619/22222/14827/12010/17222/24105/16396/68612/81018/26444/20439/50754/70093/19172/19185/67845/20333/26442/99683/66105/107568/56228/67615/66440/69807/242521/230654/66743/107995/26445/75234/69116/74646/22319/242785/76580/140499/19181/100763/19822/242960/52206/53323/231380/69162/117146/231670/56317/59008/80751/30841/67151/22190/17969/231863/75788/74132/22214/26965/387524/67138/73998/22320/22200/22346/110379/74244/101358/232539/77891/22192/23996/57296/15204/22215/207952/83962/26440/19647/20909/23997/69957/76294/77113/22186/12317/19171/17463/170737/76454/13057/30843/50868/140630/75717/109161/235439/93836/71538/19823/66663/321006/22036/74153/84585/23807/22201/22209/27061/18744/19820/59026,243
R-MMU-3700989,Transcriptional Regulation by TP53,191/3887,262/8828,6.962431543201317e-22,1.036407666859396e-19,5.978268287470604e-20,21399/67923/52846/14660/12021/66262/72949/17248/12227/23797/209456/20393/15182/140742/74747/12534/66420/20869/17192/50493/72068/17246/69181/117150/12566/15574/78294/18148/12450/104625/19052/69125/22187/20877/216848/22059/20020/68275/22627/70439/20922/108083/69131/26399/22630/17420/26931/21981/69562/74386/66671/57748/23894/108143/12572/268706/219022/114741/27374/219103/12177/68705/18996/105787/78757/17749/22631/69833/328572/223770/12455/19082/252870/223970/245841/106344/66467/51792/67673/18607/56716/68776/26416/268936/13163/13001/98053/225182/72504/69241/13872/24074/67655/19367/81601/54683/67710/23942/226182/209361/18718/77683/58202/64930/107951/227743/20833/18538/12995/72119/228829/54401/20878/57314/12428/83409/229542/108097/15257/68576/99730/56692/19352/60599/27354/22166/68441/18477/54170/70088/19646/433759/66464/230784/27224/56717/19744/108099/22629/24116/231329/231464/19079/17165/80751/209357/22190/19718/22628/21343/66096/69263/53621/12366/78783/319801/12576/232791/13871/11652/20924/233058/14751/12447/12028/14884/108961/24075/68742/57913/66491/22427/19053/69260/234366/22186/13716/26992/20021/13000/53325/75747/17535/23988/12649/73699/18854/235559/78893/270627/245688,191
R-MMU-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,138/3887,175/8828,2.0349664439415738e-21,2.0333346868553006e-19,1.1728801961757519e-19,19989/27993/114641/73674/55989/57750/195434/17975/215193/353258/56200/110816/216156/20054/52705/27370/64934/57316/78294/80886/75273/104662/268449/216987/78394/19921/19942/68979/67671/104318/20115/20090/66483/73736/217995/71340/66475/105372/72198/66480/20088/30877/72662/67281/223499/12181/26961/20826/74778/57808/68193/67045/16898/67097/54127/57315/20084/67676/224823/53414/72515/66878/225348/20044/59028/54364/227715/269261/66489/67134/24128/66481/68028/69639/20091/100043813/269470/68436/67427/230082/66362/269536/20104/20116/69072/67205/67025/50912/74035/19934/75416/20005/65961/100503670/100502825/11837/19988/208144/66138/213895/14791/67755/76846/19943/20103/20085/27998/14113/22121/19899/67973/20068/68052/267019/67276/234374/22186/76808/21771/67619/72544/68533/75617/102462/56040/67891/67941/19944/27966/16785/67115/66446/67248/72554/110954/76130/20102/19982,138
R-MMU-72312,rRNA processing,138/3887,175/8828,2.0349664439415738e-21,2.0333346868553006e-19,1.1728801961757519e-19,19989/27993/114641/73674/55989/57750/195434/17975/215193/353258/56200/110816/216156/20054/52705/27370/64934/57316/78294/80886/75273/104662/268449/216987/78394/19921/19942/68979/67671/104318/20115/20090/66483/73736/217995/71340/66475/105372/72198/66480/20088/30877/72662/67281/223499/12181/26961/20826/74778/57808/68193/67045/16898/67097/54127/57315/20084/67676/224823/53414/72515/66878/225348/20044/59028/54364/227715/269261/66489/67134/24128/66481/68028/69639/20091/100043813/269470/68436/67427/230082/66362/269536/20104/20116/69072/67205/67025/50912/74035/19934/75416/20005/65961/100503670/100502825/11837/19988/208144/66138/213895/14791/67755/76846/19943/20103/20085/27998/14113/22121/19899/67973/20068/68052/267019/67276/234374/22186/76808/21771/67619/72544/68533/75617/102462/56040/67891/67941/19944/27966/16785/67115/66446/67248/72554/110954/76130/20102/19982,138
R-MMU-8868773,rRNA processing in the nucleus and cytosol,138/3887,175/8828,2.0349664439415738e-21,2.0333346868553006e-19,1.1728801961757519e-19,19989/27993/114641/73674/55989/57750/195434/17975/215193/353258/56200/110816/216156/20054/52705/27370/64934/57316/78294/80886/75273/104662/268449/216987/78394/19921/19942/68979/67671/104318/20115/20090/66483/73736/217995/71340/66475/105372/72198/66480/20088/30877/72662/67281/223499/12181/26961/20826/74778/57808/68193/67045/16898/67097/54127/57315/20084/67676/224823/53414/72515/66878/225348/20044/59028/54364/227715/269261/66489/67134/24128/66481/68028/69639/20091/100043813/269470/68436/67427/230082/66362/269536/20104/20116/69072/67205/67025/50912/74035/19934/75416/20005/65961/100503670/100502825/11837/19988/208144/66138/213895/14791/67755/76846/19943/20103/20085/27998/14113/22121/19899/67973/20068/68052/267019/67276/234374/22186/76808/21771/67619/72544/68533/75617/102462/56040/67891/67941/19944/27966/16785/67115/66446/67248/72554/110954/76130/20102/19982,138
R-MMU-983168,Antigen processing: Ubiquitination & Proteasome degradation,204/3887,286/8828,2.1465145446649047e-21,2.0333346868553006e-19,1.1728801961757519e-19,66799/67923/22019/329152/57751/26554/14897/70247/67921/226541/209462/67345/216080/22213/216150/70294/50492/56371/69754/93765/67588/78294/103554/103583/211007/621823/22210/21402/94091/22187/19175/67128/104184/78889/69077/68729/19155/26446/72194/22123/217194/19192/217232/19184/66313/66997/12702/104836/26443/69706/19167/68497/19179/399566/142688/19166/218203/66413/22194/67089/19186/19188/211255/380928/50789/30945/67731/56438/78541/12703/70620/22195/224023/21762/224170/208650/78913/50873/19170/240028/67673/12449/74154/16912/16913/79263/224826/224938/12211/225055/71745/56515/52563/56550/56736/240396/226098/30838/99152/30839/98766/72323/66998/19177/59029/19182/22222/17222/24105/16396/68612/81018/26444/20439/50754/70093/19172/19185/67845/26442/66105/107568/56228/67615/66440/69807/242521/230654/66743/107995/26445/75234/69116/74646/242785/76580/140499/19181/100763/19822/242960/52206/53323/231380/117146/231670/56317/59008/80751/30841/67151/22190/231863/75788/74132/22214/26965/387524/67138/73998/22200/22346/74244/101358/232539/77891/22192/23996/57296/15204/22215/207952/83962/26440/19647/23997/69957/76294/77113/22186/19171/17463/170737/76454/30843/50868/140630/75717/109161/235439/93836/71538/19823/66663/321006/22036/74153/84585/23807/22201/22209/18744/19820/59026,204
