ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-983168,Antigen processing: Ubiquitination & Proteasome degradation,148/2556,286/8828,1.6351037963752588e-16,1.7005079482302693e-13,1.0946589626259629e-13,66799/22019/329152/26554/14897/67921/71865/209462/67345/22213/216150/70294/56371/93765/103583/211007/59044/22210/21402/22187/67128/104184/78889/69077/68729/19155/72194/22123/66313/66997/217342/12702/94090/19167/65256/399566/218203/213311/22194/67089/211255/50789/106052/30945/56438/12703/22195/224023/21762/209200/208650/50873/19170/240028/67673/12449/74154/16912/79263/66515/106585/225055/56515/52563/56550/56736/240396/226098/30838/68431/30839/98766/19177/22222/228769/68612/26444/50754/70093/19185/67845/66105/107568/269514/56228/67615/242521/230654/66743/26445/75234/69116/230903/74646/242785/76580/19181/100763/242960/52206/71778/231380/68098/231670/59008/30841/22190/231863/75788/22214/26965/387524/73998/243574/74244/101358/232539/77891/22192/23996/50760/57296/15204/22215/76375/83962/19647/76294/59009/77113/22186/17463/170737/209239/76454/50868/75717/109161/235439/74165/93836/17999/70348/321006/84585/23807/18744/19820,148
R-MMU-3700989,Transcriptional Regulation by TP53,135/2556,262/8828,5.7314487332249785e-15,2.980353341276989e-12,1.9185270496479404e-12,52846/12021/66262/23797/209456/20393/15182/140742/327762/20869/17192/50493/77976/12905/72068/17246/69181/117150/216456/12450/69125/22187/216848/20020/68275/22627/12569/70439/20922/108083/12189/26399/22630/69562/74386/66671/57748/23894/12572/219024/114741/56187/12177/68705/18996/105787/22631/69833/328572/19094/12455/19082/223970/245841/66467/67673/18607/56716/26416/268936/12575/110147/13001/225182/72504/67655/81601/67710/23942/226182/209361/18718/64930/107951/227743/228140/18538/12995/228980/12428/83409/229542/108097/15257/68576/56692/19352/12448/27354/52187/22166/68441/19646/433759/66464/230784/27224/22062/19744/108099/22629/24116/231329/231464/72151/17165/231724/67956/22190/19718/53621/15258/12366/13197/78783/12576/232791/11652/20924/14751/12447/108961/12144/66508/22427/19053/69260/234366/22186/21672/26992/20021/75747/11920/235559,135
R-MMU-983169,Class I MHC mediated antigen processing & presentation,164/2556,345/8828,7.84014858011108e-14,2.7179181744385077e-11,1.7495910515616303e-11,66799/22019/329152/26554/14897/67921/71865/209462/67345/22213/216150/70294/56371/93765/103583/211007/59044/12330/77371/66397/22210/21402/22187/67128/104184/78889/69077/68729/19155/72194/22123/66313/66997/217342/12702/94090/19167/65256/399566/218203/213311/80898/22194/218811/67089/211255/50789/106052/30945/56438/12703/22195/224023/21762/16419/209200/208650/50873/19170/240028/67673/12449/74154/14972/16912/21355/15040/79263/66515/106585/225055/56515/52563/56550/56736/240396/226098/30838/68431/30839/98766/19177/16410/22222/14827/228769/68612/26444/50754/70093/19185/67845/99683/66105/107568/269514/56228/67615/242521/230654/66743/26445/75234/69116/230903/74646/22319/242785/76580/19181/100763/242960/52206/71778/231380/68098/69162/231670/59008/30841/22190/17969/231863/75788/22214/26965/387524/73998/243574/74244/101358/232539/77891/22192/23996/50760/57296/15204/22215/76375/83962/19647/76294/59009/77113/22186/17463/170737/209239/76454/13057/50868/75717/109161/235439/74165/93836/17999/70348/321006/84585/23807/18744/19820,164
R-MMU-72203,Processing of Capped Intron-Containing Pre-mRNA,113/2556,228/8828,2.5577312399213742e-11,6.650101223795573e-9,4.280834391026301e-9,20643/51810/19386/67500/67332/66094/59013/20020/19069/192160/20624/20382/192170/20384/51786/18789/218210/73666/212880/77134/15387/66231/15381/54196/68705/22380/67959/94230/69833/20826/18521/245841/20462/60532/75956/20630/20383/108121/27756/53817/69192/225027/20641/72124/27366/20227/53319/67710/269061/28000/76479/76938/74412/56194/229279/59015/228410/20639/66642/67996/66679/66511/70767/107701/67225/210529/13684/69207/72787/22608/75062/68592/51796/14105/74326/20492/66899/231329/269113/11991/108014/76167/107939/83701/54188/53379/66373/23983/66618/57905/54563/98758/60321/68988/22185/232989/15388/20637/20646/68981/74737/269966/233908/15568/50783/27967/19656/78651/71805/20021/66070/15481/67958,113
R-MMU-2262752,Cellular responses to stress,187/2556,431/8828,4.318431375566594e-11,8.982337261178515e-9,5.782152326021798e-9,26921/98402/17164/338375/19821/15078/17684/26408/140742/19386/52717/93759/56371/50493/17246/56351/71962/77605/17168/216742/14778/23939/22187/26398/216850/50932/19069/68275/22627/52615/69077/68097/22123/56354/66997/26399/15081/30951/12418/18453/112407/56444/19167/15251/14281/13424/15519/70369/14957/319151/319149/319156/50709/50708/326619/360198/218210/22194/12325/50527/67089/16475/19645/14958/56438/328572/19094/22143/170644/26413/21762/56637/110920/20655/20112/19170/67673/11984/56716/111241/15361/14229/26416/12575/19763/16912/110147/15516/13819/52563/15526/56550/16906/72124/81601/20867/11757/12151/227613/19177/59015/228769/68612/12608/66679/26444/665113/241915/12428/329679/83409/19185/11863/15077/68576/108058/66105/51788/56692/12448/27354/52187/15502/22166/68441/16476/72787/114143/230676/29871/26445/54383/19646/230784/20111/12345/19181/19744/23950/52206/269113/75560/17165/59008/22190/80909/17969/107939/15505/252875/101148/12343/14056/13191/54563/13619/101142/14228/12576/320332/13875/112406/23996/57296/12447/67605/13626/66508/269966/26400/22428/22186/81489/21672/71805/234663/21750/17463/68196/13057/23871/15481/15270/11920/58233/235661/29806,187
R-MMU-8953897,Cellular responses to external stimuli,187/2556,433/8828,6.966443572899234e-11,1.2075168859692006e-8,7.773084407655988e-9,26921/98402/17164/338375/19821/15078/17684/26408/140742/19386/52717/93759/56371/50493/17246/56351/71962/77605/17168/216742/14778/23939/22187/26398/216850/50932/19069/68275/22627/52615/69077/68097/22123/56354/66997/26399/15081/30951/12418/18453/112407/56444/19167/15251/14281/13424/15519/70369/14957/319151/319149/319156/50709/50708/326619/360198/218210/22194/12325/50527/67089/16475/19645/14958/56438/328572/19094/22143/170644/26413/21762/56637/110920/20655/20112/19170/67673/11984/56716/111241/15361/14229/26416/12575/19763/16912/110147/15516/13819/52563/15526/56550/16906/72124/81601/20867/11757/12151/227613/19177/59015/228769/68612/12608/66679/26444/665113/241915/12428/329679/83409/19185/11863/15077/68576/108058/66105/51788/56692/12448/27354/52187/15502/22166/68441/16476/72787/114143/230676/29871/26445/54383/19646/230784/20111/12345/19181/19744/23950/52206/269113/75560/17165/59008/22190/80909/17969/107939/15505/252875/101148/12343/14056/13191/54563/13619/101142/14228/12576/320332/13875/112406/23996/57296/12447/67605/13626/66508/269966/26400/22428/22186/81489/21672/71805/234663/21750/17463/68196/13057/23871/15481/15270/11920/58233/235661/29806,187
R-MMU-2990846,SUMOylation,85/2556,161/8828,1.3438894985634744e-10,1.9966358264371622e-8,1.285283791107323e-8,55989/208727/19821/13982/15182/19386/59004/21665/17246/19069/15248/68275/52615/22658/19401/12189/170930/30951/12418/17977/18035/116870/19720/319156/326619/218210/15387/72465/21974/15381/68501/223701/328572/19387/56233/223870/75826/320213/70238/268903/22196/19763/20230/72124/17190/19697/16319/226026/109113/18034/12151/20687/59015/18538/13436/66679/241915/229615/72787/29871/54383/433759/57320/13016/269113/107939/15258/54563/19365/13619/320332/56459/50995/15204/66647/12144/269966/67711/67872/69260/71805/20466/19883/20842/20843,85
R-MMU-72163,mRNA Splicing - Major Pathway,89/2556,172/8828,1.9900025450772304e-10,2.5870033086003993e-8,1.665317919301472e-8,20643/51810/67500/67332/66094/59013/20020/192160/20624/20382/192170/20384/51786/18789/212880/77134/15387/15381/54196/68705/22380/67959/94230/69833/20826/18521/245841/20462/75956/20630/20383/108121/27756/69192/225027/20641/27366/20227/67710/269061/28000/76479/76938/56194/229279/228410/20639/66642/67996/70767/107701/69207/22608/75062/68592/51796/14105/74326/66899/231329/11991/108014/83701/54188/53379/66373/23983/66618/57905/98758/60321/68988/22185/232989/15388/20637/20646/68981/74737/233908/15568/50783/27967/19656/78651/20021/66070/15481/67958,89
R-MMU-72172,mRNA Splicing,91/2556,178/8828,2.862427095001908e-10,3.307693532002205e-8,2.1292440145277355e-8,20643/51810/67500/67332/66094/59013/20020/192160/20624/20382/192170/20384/51786/18789/212880/77134/15387/15381/54196/68705/22380/67959/94230/69833/20826/18521/245841/20462/75956/20630/20383/108121/27756/69192/225027/20641/27366/20227/67710/269061/28000/76479/76938/56194/229279/228410/20639/66642/67996/70767/107701/67225/69207/22608/75062/68592/51796/14105/74326/66899/231329/11991/108014/76167/83701/54188/53379/66373/23983/66618/57905/98758/60321/68988/22185/232989/15388/20637/20646/68981/74737/233908/15568/50783/27967/19656/78651/20021/66070/15481/67958,91
R-MMU-4420097,VEGFA-VEGFR2 Pathway,54/2556,90/8828,7.318301018215232e-10,7.611033058943841e-8,4.899409944826198e-8,17974/329165/17164/23797/14360/76884/12928/16416/18750/108100/11465/19878/15519/140580/218397/18708/18753/14083/19094/224105/18607/56716/26416/22339/22324/12314/19877/12385/11308/22325/227743/16410/18803/140579/18706/75778/57257/230126/242687/12540/19303/17969/11461/19353/16653/12315/11652/18747/12927/13057/74769/17973/11848/12387,54
