ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,381/7539,399/8828,3.070636156948008e-11,3.2640862348357324e-8,2.6213536034577205e-8,108664/12839/19253/17974/12825/12832/329165/18187/12912/13869/14268/16367/12829/12828/17164/338375/17970/23797/19165/16780/13982/16773/19272/16775/14360/83767/12834/12833/216148/67112/66420/26396/17179/16000/67603/17311/327826/215449/20852/67588/13867/319939/14783/13649/114716/14172/76884/14257/59013/237759/19052/23939/71520/22187/20020/12928/67300/12842/16400/13866/14786/217169/16480/20851/20850/20848/11975/72349/16416/18750/260302/14784/20698/108100/11465/15239/19878/68775/77480/16777/11845/19164/18654/399558/12313/73086/15519/11651/140580/56705/20418/14186/18212/218397/21828/18708/59079/16398/14165/18753/18183/14180/19229/14171/68705/24064/78757/66335/14083/93686/17972/69833/54152/18591/17444/109270/29857/19094/12824/11908/26413/12929/11773/224105/11964/20112/18815/21826/51792/18607/11984/56716/56424/11974/26416/26415/76936/12815/66237/22339/21770/107971/20405/98053/22324/14158/16772/76890/20662/18754/74915/12314/19877/16774/225326/69241/12385/15200/13367/14164/18596/19255/27060/22340/396184/67710/18552/16452/72514/14179/16333/20844/11308/22325/12831/19730/107746/23928/227743/56324/14425/50884/16410/12388/19271/12064/114715/20732/14178/84092/71436/228775/16396/20779/18803/54401/17395/140579/19246/16776/12841/20459/94212/18706/14173/24063/54635/18211/27371/21827/20416/75778/226548/18049/109905/57257/12814/13645/17096/207920/107568/230126/433702/545622/373864/66290/20404/13858/17346/18710/114143/16818/19273/242687/20111/12540/56717/18762/15234/19248/18127/22612/54426/14181/83379/21682/18595/16590/231329/71920/13874/11839/12223/14176/116701/19303/19247/16923/21871/22190/17969/15507/23921/18590/11461/19353/245880/14255/14254/16591/12843/12389/66144/140494/109880/110935/21802/21841/16206/101314/98758/15170/18205/14177/64654/16653/13854/232910/12315/26362/19342/11652/20733/69920/66340/15451/101568/11771/14256/78405/20430/18553/16001/18213/14159/18550/20408/18576/18751/26417/21843/14183/330662/15461/11772/16002/16334/14175/14170/16337/384783/12826/12827/54126/18791/14182/211323/19053/319520/80857/22341/11966/22186/18709/13859/14388/18747/20021/12562/11972/74334/77411/12927/80707/13057/19341/18186/16412/71785/22601/53867/12539/12649/12402/73699/75717/12988/26395/214425/208117/17999/74769/17973/75669/245026/665033/81897/235584/102626/19882/11848/16779/12387/13058/80903/12830/16370/18481/110651/58194/14205,381
R-MMU-422475,Axon guidance,252/7539,261/8828,1.8244837574630762e-9,9.69713117091625e-7,7.787664880539763e-7,12839/17974/12825/12832/12912/76709/22145/13838/12829/12828/53972/14733/227377/20452/74117/12767/21367/269116/19264/103967/19165/13800/18845/14360/12834/12833/13637/26396/18717/57764/54712/327826/14783/13649/66713/20742/20564/237759/23939/22187/18208/13643/18643/216963/12569/67300/13866/14786/16399/16416/18750/14784/11465/11852/19878/19164/18222/73086/14026/15519/22151/73710/56705/20418/20354/107448/67399/218397/110596/18708/26419/12934/13449/14586/14573/223435/15529/14083/29857/19094/58234/12824/223881/22143/22142/22146/16402/26413/11773/13845/224105/545156/56637/14432/19876/16443/13508/22350/26416/26415/13001/15516/18188/22153/13640/20662/19877/14587/22240/67951/13176/623279/20743/22359/14585/18761/227613/14810/22325/12831/11350/13429/16410/214968/19262/14588/12995/20779/277432/18803/17395/76829/545486/12841/18706/18645/20439/213498/20351/13636/13638/13639/20416/226548/11853/57257/170822/17096/53378/13841/12517/21894/20404/13131/18710/11876/230735/26394/13844/13842/12540/110351/13836/18707/20346/20349/19699/12568/65254/22612/12933/20563/13839/19247/56378/22190/16885/13846/11461/19353/56443/11867/73178/243743/13848/13448/18844/68089/67784/20315/19713/53857/22144/14812/16653/22147/232906/232910/22323/80297/22177/66340/11771/20130/20450/14159/26417/330662/15461/11772/13642/384783/12826/12827/54126/11733/14182/22186/18709/14388/18747/20437/17390/114255/13000/22152/18186/16412/53867/13430/69632/17967/19684/20361/26395/208117/74769/17973/270190/245026/665033/13138/11848/235611/104099/140571/18846/17698/13641/12830/18481/58194,252
R-MMU-5683057,MAPK family signaling cascades,250/7539,262/8828,1.1498141057445824e-7,4.074174648021637e-5,3.271927157048619e-5,13869/14268/26554/16367/70247/226525/63953/226849/14360/56484/12534/216148/67112/26396/67603/17311/327826/215449/13867/12323/13649/114716/103573/20742/103554/14172/621823/19052/12981/22187/13385/216869/19175/16706/18015/69077/18673/26446/13866/22123/19192/18612/16399/16416/19184/66997/14784/11465/26443/19167/26932/105940408/19179/12313/26931/11472/56705/20418/14186/218294/218397/19418/16195/14165/66413/12325/22330/171463/18183/67089/19173/73902/19186/19188/14180/18039/14171/14586/211255/14573/11600/14083/16185/18591/56438/26413/21762/13383/224105/545156/19170/51792/19252/240057/320484/16912/16913/21770/12445/107971/18188/240168/260409/20662/12314/73677/14587/15200/14164/12322/18596/225724/20743/26403/104252/16452/14179/240672/14585/12982/16184/54519/14810/66998/69601/19177/59029/19182/114715/19419/14178/13537/19262/14588/228769/20779/54401/26444/14173/56458/76089/99571/14161/83409/20416/16194/19172/19185/109905/26442/229776/108058/13645/56692/242274/21894/21687/11876/26445/194231/12540/15234/19181/16193/83379/18595/16590/71920/13874/11839/12223/231474/14176/23980/333050/19415/19247/17165/72399/67151/22190/15507/54153/18590/11461/19353/14255/16591/109880/21802/110157/19713/22371/14177/64654/70686/14812/16653/58804/12315/19060/80297/23996/233046/101809/57296/14256/14814/29875/23859/109689/26440/16797/26417/14183/23997/15461/18218/14175/14170/384783/19414/14182/211323/19053/319520/80857/22186/16453/81489/18747/67836/19171/17463/54721/235072/17967/73699/12988/26395/50772/19417/114713/235584/11836/75590/53310/80903/18481/245684,250
R-MMU-2990846,SUMOylation,157/7539,161/8828,2.0730751886099114e-7,5.386619025352057e-5,4.3259375447447824e-5,212712/22218/55989/20684/208727/56489/26424/108989/19821/13982/15182/19386/20610/59004/21665/66341/69736/20186/17246/103468/18148/20877/19069/15248/68275/52615/22658/21833/19401/21973/12189/170930/445007/11799/12416/30951/12418/17977/67241/18035/116870/19720/319159/319160/100041230/319161/319158/69386/319157/319156/319155/326620/326619/218210/15387/108138/72465/21974/21834/15381/71844/170762/19357/68501/67040/223701/328572/214669/19387/18141/19013/56233/22337/223870/223921/75826/320213/70238/18171/268903/22196/13163/19763/240087/20230/224903/72124/17190/17344/19697/16319/226026/109113/18034/13006/12151/20181/227699/227720/26423/20687/69482/59015/22259/27223/18538/13436/21969/21420/66679/241915/97122/229615/26885/72787/29871/52276/54383/433759/57320/231042/13016/269113/107939/15258/54563/22591/17342/22346/110379/19365/13619/320332/56459/50995/22260/18226/15204/66647/12144/269966/67711/67872/69260/71805/234865/18667/13433/20466/18854/56469/19883/20842/20843/26370/11835/24061,157
R-MMU-9006925,Intracellular signaling by second messengers,243/7539,255/8828,2.578609224468689e-7,5.386619025352057e-5,4.3259375447447824e-5,109294/17082/12487/12912/13869/16367/70247/98432/19821/23797/226849/13982/68031/14302/15182/14360/56484/67112/17192/18717/17311/327826/17246/117150/13867/432530/13649/103554/14172/621823/19052/22187/216848/19175/55984/52615/69077/26446/108083/13866/22123/19192/19184/66997/18750/19084/14784/12416/30951/12418/104111/19088/26443/19167/26932/13983/19179/12313/26931/11651/116870/19720/14186/18708/268706/14165/66413/18753/18183/67089/19173/73902/19186/19188/104110/14180/14171/78757/11514/68877/19354/504193/18591/109270/266632/11512/15370/11515/252870/26413/21762/16180/224129/12524/12519/77647/19170/51792/18607/56716/56424/12575/19763/16912/16913/13001/21770/22324/268980/116871/18754/12314/73677/15200/14164/18596/110355/23942/18719/19211/74493/83490/14179/16333/12151/18718/227743/66998/19177/59029/18573/19182/22034/14178/228769/12995/228775/20779/99377/26444/14013/241915/18706/72607/14173/56458/83409/229542/75778/19172/19185/18720/68576/26442/13645/56692/52187/68441/18710/329934/29871/54170/26445/54383/19646/433759/16818/73162/12371/56717/18707/15234/19181/19744/83379/18595/16590/71920/13874/11839/12223/14176/19247/207565/67151/22190/66096/18590/19085/19353/16591/14056/18575/21802/13619/107932/14177/64654/12576/12315/11652/23996/57296/67605/13626/66508/56212/26440/26417/14183/23997/16334/14175/14170/16337/384783/14182/211323/19053/21951/80857/234366/22186/18709/14388/18747/11513/13000/19171/66894/17463/244650/73699/18854/17999/74769/17874/11798/16179/54601/80903/245670/245688,243
R-MMU-112316,Neuronal System,307/7539,326/8828,3.4011373092061536e-7,5.386619025352057e-5,4.3259375447447824e-5,98741/226922/116837/14660/12912/11447/226352/68507/14645/16524/16513/16526/16510/14816/13822/14806/20513/15166/27204/327814/108030/20979/268345/58802/17246/74053/216456/13169/12323/432530/16533/14406/14399/14401/14654/14799/16515/22318/216856/13385/11448/55984/15567/14252/207777/14710/12295/380728/14615/18195/192775/54377/18750/19084/16517/16518/14813/104111/238076/382571/19088/238271/238276/105940408/18191/72258/217826/12313/11472/14706/214579/13162/26556/15165/14702/74571/12325/16531/12294/104110/110902/18039/76965/239250/75409/20512/16539/52589/67498/11514/110862/223604/12300/406218/58234/105727/67760/11512/12297/16512/11515/268860/14811/12846/11773/100043507/16180/13383/224129/328699/16522/16516/20112/20518/20517/64337/14251/54393/70530/211468/63993/19280/13823/224997/225030/12314/18189/140492/12322/14680/240444/225875/16530/16528/18797/20168/319924/240595/20510/332396/214084/12296/14417/12287/14810/20910/12298/16519/170738/14415/11435/20511/16492/22343/18796/18795/20614/13821/228836/22348/16538/16500/241794/11438/16536/13002/192167/72413/100502876/14696/16497/386750/14658/15168/140493/11444/56543/16491/16490/242151/99738/14679/108058/14707/242274/14409/14408/22249/242425/242443/14700/19266/242607/19268/60613/14807/242667/269587/20111/16498/14688/242851/14677/16511/16527/231252/14395/14397/14400/67111/12889/11669/207565/20907/14693/19085/66066/16508/14701/74342/243499/243547/65106/52163/243616/232333/20965/14695/16493/16485/16494/14812/16523/20928/67533/232910/14709/12315/16534/14809/80749/52150/233067/243961/272381/11771/72961/76787/22342/16495/211480/14814/16514/20927/16502/14407/110886/14402/11441/18213/26557/108071/23859/19024/18751/54376/11772/16535/210274/233977/244310/108043/110304/26558/84036/18747/12286/11513/66733/16525/14802/55991/56379/64011/15481/110637/15561/110834/14697/56808/14678/21912/12361/17161/20964/53623/245446/245450/14396/57249/236915/53310/245537/67071/60367/110651/237213,307
R-MMU-1257604,PIP3 activates AKT signaling,220/7539,230/8828,3.54716210512365e-7,5.386619025352057e-5,4.3259375447447824e-5,109294/17082/12487/12912/13869/16367/70247/98432/19821/23797/226849/13982/68031/14302/15182/14360/56484/67112/17192/18717/17311/327826/17246/117150/13867/13649/103554/14172/621823/19052/22187/216848/19175/52615/69077/26446/108083/13866/22123/19192/19184/66997/14784/12416/30951/12418/26443/19167/26932/13983/19179/26931/11651/116870/19720/14186/18708/268706/14165/66413/18183/67089/19173/73902/19186/19188/14180/14171/78757/68877/19354/504193/18591/109270/266632/15370/252870/26413/21762/16180/12524/12519/77647/19170/51792/18607/56716/56424/12575/19763/16912/16913/13001/21770/22324/268980/116871/73677/15200/14164/18596/23942/18719/19211/74493/83490/14179/16333/12151/18718/227743/66998/19177/59029/19182/22034/14178/228769/12995/228775/20779/99377/26444/14013/241915/18706/72607/14173/56458/83409/229542/75778/19172/19185/18720/68576/26442/13645/56692/52187/68441/18710/329934/29871/54170/26445/54383/19646/433759/16818/73162/12371/56717/18707/15234/19181/19744/83379/18595/16590/71920/13874/11839/12223/14176/19247/67151/22190/66096/18590/19353/16591/14056/21802/13619/107932/14177/64654/12576/11652/23996/57296/67605/13626/66508/56212/26440/26417/14183/23997/16334/14175/14170/16337/384783/14182/211323/19053/21951/80857/234366/22186/18709/14388/13000/19171/66894/17463/244650/73699/18854/17999/74769/17874/11798/16179/54601/80903/245670/245688,220
R-MMU-3108232,SUMO E3 ligases SUMOylate target proteins,152/7539,156/8828,4.09143947384637e-7,5.4365002008733646e-5,4.3659965964334294e-5,212712/22218/55989/20684/208727/56489/26424/108989/19821/13982/15182/19386/20610/59004/21665/66341/69736/20186/17246/103468/18148/20877/19069/15248/68275/52615/22658/21833/19401/21973/12189/170930/445007/11799/12416/30951/12418/17977/67241/18035/116870/19720/319159/319160/100041230/319161/319158/69386/319157/319156/319155/326620/326619/218210/15387/108138/72465/21974/21834/15381/71844/170762/19357/68501/67040/223701/328572/214669/19387/18141/19013/56233/22337/223921/70238/18171/268903/22196/13163/19763/240087/20230/224903/72124/17190/17344/19697/16319/226026/109113/18034/13006/12151/20181/227699/227720/26423/20687/69482/59015/22259/27223/18538/13436/21969/21420/66679/241915/97122/229615/26885/72787/29871/52276/54383/433759/57320/231042/13016/269113/107939/15258/54563/22591/17342/22346/110379/19365/13619/320332/22260/18226/15204/66647/12144/269966/67711/67872/69260/71805/234865/18667/13433/20466/18854/56469/19883/20842/20843/26370/11835/24061,152
R-MMU-194315,Signaling by Rho GTPases,399/7539,429/8828,5.004109937302888e-7,5.9104098481699665e-5,4.746588490237009e-5,17978/68549/329165/76709/22145/53972/76707/74117/14270/329251/381293/17970/66977/226652/226747/15078/108000/226849/73910/83767/94221/19386/69288/52696/110279/70719/69736/17931/103468/117600/16572/216445/17904/18016/77605/66713/103573/70385/76884/19052/216831/77579/83431/442801/20877/13543/13385/18643/76281/18472/22627/109934/216965/59040/66140/68097/73470/58996/68524/57778/544817/18750/445007/14784/15081/11799/108100/11465/192662/170758/52504/11852/19878/22630/20663/208846/80837/26932/12313/14026/26931/13424/14569/56349/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665596/665433/100041230/319161/319168/319158/319167/319183/69386/319173/97908/260423/319157/319151/319166/319181/319180/319165/319149/319156/319164/68024/319155/319148/319178/319150/326620/326619/360198/319177/22151/73710/66336/19418/544963/26886/218581/71704/18753/239027/16709/268739/246710/56419/223435/22631/14083/14787/223666/17886/17972/19354/223701/19387/66570/73167/19094/22143/22142/22146/22379/26934/67203/224014/26413/13544/224105/545156/12549/16443/24001/224480/72536/51792/18607/71893/214952/14570/26416/26382/20807/74764/21770/72415/22153/106628/22324/19765/268970/67938/67052/381112/20662/104215/12314/75415/16573/19877/225326/225358/12532/12385/13367/106952/71302/328967/67951/72124/66468/16319/71085/71435/11308/241275/227613/22325/263803/11350/320271/76117/71409/66442/13427/215280/108699/50884/59015/75786/228359/211896/228421/228482/12236/228543/12235/13589/98932/66934/20779/545481/54401/277360/545486/13605/18645/622434/213498/404710/67037/16800/57294/319176/319190/97114/15267/15077/97122/319154/11853/57257/214137/77669/229841/51788/109333/214804/230098/76804/67733/73804/107995/16330/52276/242687/18221/55948/99982/12540/72754/108911/213649/69928/269608/230972/18762/13542/12615/19046/22629/74734/12617/231532/12704/19047/56378/23912/56430/17969/16885/22628/17120/11461/19353/56443/11867/245880/243362/13426/12638/73178/54324/69993/56150/20166/232201/259302/68089/101314/110379/53857/232345/22144/320332/232440/11857/22147/232906/12315/232943/16801/232987/101497/68458/233071/52428/71960/22342/20430/75547/233406/29875/207212/69710/269966/56212/434233/18817/18751/70497/26417/12237/102098/54126/234094/19053/50768/71876/78816/18709/78514/320795/234663/320394/12550/72155/13057/22152/69581/234865/71544/23988/67629/330914/69632/15270/26951/73699/244867/270163/17973/75669/11848/80987/76499/235661/12387/13058/320634/75404/73341/109904/192176/14567/236915/11835/94190/236920/236930/100039319/624957/54004/18481/14163/11856,399
R-MMU-9607240,FLT3 Signaling,236/7539,248/8828,5.726662093303861e-7,6.087441805182004e-5,4.888761008073086e-5,13869/14268/26554/16367/70247/226525/63953/226849/14360/216148/67112/26396/67603/17311/327826/215449/13867/12323/13649/114716/20742/103554/14172/621823/19052/12981/22187/13385/216869/19175/16706/18015/69077/18673/26446/13866/22123/19192/16399/16416/19184/66997/14784/11465/26443/19167/26932/105940408/19179/12313/26931/11472/56705/20418/14186/218397/19418/18708/14165/66413/12325/22330/171463/18183/67089/19173/73902/19186/19188/14180/18039/14171/14586/211255/14573/11600/14083/16185/18591/56438/26413/21762/13383/19170/51792/18607/19252/240057/320484/16912/16913/21770/107971/18188/240168/20662/12314/73677/225326/14587/15200/14164/12322/18596/20743/26403/16452/14179/240672/14585/12982/16184/54519/14810/66998/69601/19177/59029/19182/114715/19419/14178/13537/19262/14588/228769/228775/20779/54401/26444/18706/14173/76089/99571/14161/83409/20416/75778/19172/19185/109905/26442/108058/13645/56692/242274/21894/21687/11876/26445/194231/15234/19181/83379/18595/16590/71920/13874/11839/12223/231474/14176/23980/333050/19415/19247/72399/67151/22190/54153/18590/11461/14255/16591/109880/21802/110157/19713/22371/14177/64654/70686/14812/16653/12315/19060/80297/11652/23996/233046/101809/57296/14256/14814/29875/23859/109689/26440/18576/16797/26417/14183/23997/15461/18218/14175/14170/384783/19414/14182/211323/19053/319520/80857/22186/18709/16453/14388/67836/19171/17463/17967/73699/12988/26395/19417/114713/74769/75669/81897/235584/11836/75590/53310/80903/245684,236
