ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-72203,Processing of Capped Intron-Containing Pre-mRNA,117/2324,228/8828,3.4065559606212553e-16,3.5189723073217566e-13,2.1909533599364072e-13,20643/70579/108989/13211/51810/71713/19386/67500/67332/66094/69878/66118/67178/59013/20020/192160/20382/192170/21681/20384/218210/77134/15387/238831/15381/56335/54196/71844/68705/17749/67959/94230/20826/73826/18141/74351/18521/15382/20462/60532/386612/75956/19826/20630/20383/68816/27756/53817/69192/71702/98053/225027/225160/20641/74320/72124/319322/20227/53319/28000/83410/76479/76938/227720/56194/229279/98985/228410/11834/66877/66642/67996/66679/68879/94315/66511/70767/68183/67225/210529/69207/72787/56031/75062/68598/68592/51796/74326/20492/13204/231329/11991/54723/76167/107939/54188/53379/66373/68011/57905/54563/98758/232989/53607/15388/20637/74737/70233/233908/70616/50783/27967/78651/101943/15481/67958/83486,117
R-MMU-72172,mRNA Splicing,94/2324,178/8828,3.0467718082728786e-14,1.573657638972942e-11,9.797776709761732e-12,20643/13211/51810/71713/67500/67332/66094/69878/67178/59013/20020/192160/20382/192170/21681/20384/77134/15387/238831/15381/54196/68705/17749/67959/94230/20826/74351/18521/15382/20462/75956/19826/20630/20383/68816/27756/69192/71702/98053/225027/20641/74320/319322/20227/28000/83410/76479/76938/56194/229279/98985/228410/11834/66877/66642/67996/68879/94315/70767/68183/67225/69207/56031/75062/68598/68592/51796/74326/13204/231329/11991/54723/76167/54188/53379/66373/68011/57905/98758/232989/53607/15388/20637/74737/70233/233908/70616/50783/27967/78651/101943/15481/67958/83486,94
R-MMU-72163,mRNA Splicing - Major Pathway,91/2324,172/8828,6.827039407753437e-14,2.3507772360697668e-11,1.4636214309253863e-11,20643/13211/51810/71713/67500/67332/66094/69878/59013/20020/192160/20382/192170/21681/20384/77134/15387/238831/15381/54196/68705/17749/67959/94230/20826/74351/18521/15382/20462/75956/19826/20630/20383/68816/27756/69192/71702/98053/225027/20641/74320/319322/20227/28000/83410/76479/76938/56194/229279/98985/228410/11834/66877/66642/67996/68879/94315/70767/68183/69207/56031/75062/68598/68592/51796/74326/13204/231329/11991/54723/54188/53379/66373/68011/57905/98758/232989/53607/15388/20637/74737/70233/233908/70616/50783/27967/78651/101943/15481/67958/83486,91
R-MMU-5688426,Deubiquitination,113/2324,246/8828,1.5461890732601114e-11,3.993033281694238e-9,2.4861092730577055e-9,70675/12021/319651/70247/226418/56207/30941/21929/216080/17246/110962/17847/78294/22333/57783/216825/22187/216869/59040/26446/22123/12189/66313/12006/68837/26443/18035/19167/15251/19179/22632/69641/22031/19166/319168/319164/19766/20184/246103/66413/104416/67089/50933/17869/74158/66513/328572/51812/252870/28185/19170/18519/225280/11555/17128/17131/17126/107260/19211/76630/74493/14462/20844/66998/19177/56324/107986/68142/228769/56436/56456/19172/621893/15267/192656/26409/19359/329908/26445/170707/68350/73162/107976/231130/231151/71954/22190/17425/11461/76800/22217/56505/22225/23996/57296/66124/170711/24075/74996/101565/22335/21951/74256/17463/67952/11797/11796/26441/17127/235441/71472/67561/108155,113
R-MMU-202403,TCR signaling,57/2324,100/8828,7.06597114001644e-11,1.4598296375273965e-8,9.089070245368516e-9,22637/70247/16331/19264/12503/216080/216150/78294/16822/16428/21402/22187/26446/22123/26443/18035/19167/19179/19166/18708/66413/67089/23880/17444/224105/19170/56550/240354/19211/18761/66998/19177/228769/18803/94212/19172/630146/19260/18033/12042/192656/26409/26445/16818/22190/108723/12504/23996/57296/16797/16150/17463/12502/12500/12501/26441/17973,57
R-MMU-2454202,Fc epsilon receptor (FCERI) signaling,62/2324,115/8828,2.470048511020808e-10,4.252600186474158e-8,2.6477186670766906e-8,70247/216080/216150/19058/78294/16822/16428/21402/22187/26398/26446/22123/14784/26443/18035/19167/14281/19179/12313/19166/20963/18708/66413/26419/67089/66513/17444/26413/224105/19170/22324/20662/12314/56550/240354/18761/66998/19177/228769/18803/18019/20416/19172/18033/19055/12042/26409/16476/26445/22165/22190/108723/16653/12315/23996/57296/16797/26400/16150/17463/234779/26441,62
R-MMU-3700989,Transcriptional Regulation by TP53,113/2324,262/8828,1.7185899175411304e-9,2.4381167062517414e-7,1.5180000076627238e-7,67923/14660/12021/66262/72949/12227/23797/20393/140742/74747/20869/50493/12905/52679/72068/17246/69181/78294/18148/104625/19052/69125/21975/22187/20020/68275/67338/20922/69131/12189/22630/26931/69562/57748/268697/219022/114741/27374/56187/219103/68705/17749/22631/328572/12455/252870/223970/67673/26416/12575/98053/13872/24074/67655/54683/23942/209361/18718/107951/228140/18538/12995/228829/54401/229542/15257/68576/99730/19352/27354/54170/70088/66464/56717/19744/108099/24116/231329/231464/19079/17165/231724/80751/22190/19718/21343/69263/53621/78783/319801/12576/232791/13871/11652/14751/12447/12144/24075/22427/19053/18983/234366/13716/234594/53325/75747/17535/23988/12649/11920/235559/78893/270627,113
R-MMU-983168,Antigen processing: Ubiquitination & Proteasome degradation,121/2324,286/8828,1.8881833155870215e-9,2.4381167062517414e-7,1.5180000076627238e-7,67923/22019/329152/70247/67921/226541/67345/216080/22213/216150/70294/56371/69754/93765/78294/211007/21402/94091/22187/67128/68729/26446/22123/217194/66313/66156/104836/26443/19167/68497/19179/65256/399566/19166/218203/213311/71393/66413/218793/67089/211255/50789/30945/56438/12703/22195/208650/78913/19170/240028/67673/74154/224938/12211/56550/56736/240396/68431/72323/66998/19177/228769/68612/81018/50754/19172/66105/107568/269514/66440/26445/75234/69116/74646/242785/76580/140499/100763/19822/242960/170823/56317/80751/30841/22190/212919/231863/75788/22214/387524/73998/74244/101358/232539/77891/22192/23996/57296/22215/207952/83962/19647/233902/76294/77113/20437/17463/170737/209239/140630/75717/26441/235439/74165/17999/71538/19823/211949/321006/23807/18744,121
R-MMU-69620,Cell Cycle Checkpoints,119/2324,282/8828,3.102128139826887e-9,3.560553742712416e-7,2.2168424484610857e-7,17215/12021/70247/76707/17219/26374/66977/226747/108000/19386/52717/216080/59004/93765/17246/103573/78294/19052/21975/22187/67139/18472/68275/216965/26446/22123/12189/11799/66156/52504/22630/26443/19167/26932/19179/26931/19166/319185/100041230/319161/665596/319158/319183/69386/68024/319155/326619/66336/20184/268697/66413/67089/22631/19387/29870/223970/17217/19170/12575/240087/21770/72415/72124/16319/66998/19177/13427/228421/66634/228769/228829/54401/68612/67037/19172/319190/27354/66440/18392/26445/18221/108911/27214/26429/107976/12617/19047/231724/56317/208628/22190/19718/69263/56150/12576/232987/23996/57296/12447/12144/75430/22390/12237/22427/19053/71876/17218/234663/17463/72155/17535/67629/12649/15270/11920/26441/68014/235559/76499,119
R-MMU-73894,DNA Repair,129/2324,314/8828,5.049516883770932e-9,5.216150940935372e-7,3.2476366484042525e-7,56210/246229/12021/22596/76843/19714/20610/59004/50721/93765/54125/18972/77605/67030/78294/26572/268420/21975/22187/20020/68275/114714/217069/12189/16647/170930/71885/20892/104806/19363/22632/319185/100041230/319161/665596/319168/319158/319183/69386/319164/68024/319155/326619/20184/14088/27015/104416/319955/26419/11546/17749/56438/328572/51812/71726/252870/223970/77782/15312/22196/240087/193796/17685/17688/225280/13872/26447/71711/13194/28000/107986/11834/68142/12848/18538/14049/269400/56456/319190/15267/140917/51788/27354/22590/19359/230484/230674/56031/100206/67513/100038882/107976/71101/19822/231329/26891/231724/22190/19718/11461/69263/101185/66979/57905/56505/22591/232314/58186/18294/211651/17193/16881/13870/13871/22594/330554/12144/67967/233826/56420/319583/22427/93762/17535/12649/15270/11920/235559/67561,129
