ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,57/1551,70/8828,1.6546682570038894e-31,1.7125816459990255e-28,1.3951466040632795e-28,17978/15081/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665433/100041230/319161/665596/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319181/319180/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/360198/319176/319190/97114/15267/15077/97122/76804/99982/320332/320795/15270/11835,57
R-MMU-427413,NoRC negatively regulates rRNA expression,52/1551,66/8828,1.549338353219095e-27,8.017825977908817e-25,6.531684320676291e-25,15081/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665433/100041230/319161/665596/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319181/319180/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/360198/319176/319190/97114/15267/15077/97122/320332/15270,52
R-MMU-73728,RNA Polymerase I Promoter Opening,52/1551,67/8828,5.7600483964185025e-27,1.9872166967643835e-24,1.6188767598355161e-24,15081/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665433/100041230/319161/665596/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319181/319180/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/360198/319176/319190/97114/15267/15077/97122/320332/15270,52
R-MMU-5625740,RHO GTPases activate PKNs,61/1551,89/8828,2.0037959697083112e-26,4.217731852697014e-24,3.4359554681010004e-24,17978/329251/17931/15081/22630/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665433/100041230/319161/665596/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319181/319180/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/360198/263803/319176/319190/97114/15267/15077/97122/76804/99982/320332/320795/15270/11835,61
R-MMU-427359,SIRT1 negatively regulates rRNA expression,52/1551,68/8828,2.0375516196603935e-26,4.217731852697014e-24,3.4359554681010004e-24,15081/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665433/100041230/319161/665596/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319181/319180/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/360198/319176/319190/97114/15267/15077/97122/320332/15270,52
R-MMU-2559580,Oxidative Stress Induced Senescence,69/1551,110/8828,3.358137713866503e-26,5.792787556419718e-24,4.719067208433455e-24,26921/17164/17248/26408/22187/26398/216850/50932/15081/12418/14281/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665433/100041230/319161/665596/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319181/319180/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/360198/26413/26416/241915/319176/319190/97114/15267/15077/97122/16476/22190/14056/320332/15270/102626,69
R-MMU-5250941,Negative epigenetic regulation of rRNA expression,52/1551,69/8828,6.883346674324755e-26,1.0177519725608745e-23,8.291068700953576e-24,15081/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665433/100041230/319161/665596/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319181/319180/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/360198/319176/319190/97114/15267/15077/97122/320332/15270,52
R-MMU-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,58/1551,84/8828,1.916056021288904e-25,2.4788974775425194e-23,2.0194222013847527e-23,15081/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665433/100041230/319161/665596/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319181/319180/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/360198/328572/18519/140858/319176/319190/97114/15267/15077/97122/99890/208043/320332/22761/15270,58
R-MMU-9018519,Estrogen-dependent gene expression,71/1551,119/8828,5.109750937850395e-25,5.876213578527954e-23,4.787029825986159e-23,17978/13982/20020/15081/17977/268527/14281/22632/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665433/100041230/319161/665596/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319181/319180/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/360198/68705/17869/328572/268903/18519/193796/14462/228913/319176/319190/97114/15267/15077/97122/16476/99982/231329/320332/15270/21887,71
R-MMU-212300,PRC2 methylates histones and DNA,55/1551,78/8828,6.601110895031432e-25,6.832149776357533e-23,5.565778765179134e-23,15081/319185/319191/319152/319186/319159/319160/319169/319187/319153/319170/319188/665433/100041230/319161/665596/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319181/319180/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/360198/16468/319176/319190/97114/15267/15077/97122/14056/320332/11569/15270,55
