ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-68886,M Phase,279/3886,383/8828,1.510409465982593e-31,1.581398710883775e-28,8.569586338574925e-29,22145/70247/76707/108989/66352/66977/76816/226747/15078/226849/19386/52717/12534/52696/18541/69736/17997/103468/380664/77605/19324/103573/69922/78294/103554/30939/19052/22187/83431/20877/19175/19069/18472/22627/216965/69077/66140/68097/26446/22123/103768/19192/217232/66997/18750/445007/15081/11799/104318/52504/14245/26443/19167/26932/217718/19179/22367/26931/13424/15519/76044/19166/319185/319191/319152/319186/319159/319160/319169/319153/319170/319188/665433/100041230/319161/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/319151/319166/319165/319149/319156/319179/319164/68024/319155/319148/319178/319172/319150/326620/326619/22151/218210/66336/74470/16563/66413/218914/67089/219072/19173/19186/71844/71978/19645/76789/170762/71175/19357/19387/18141/328580/52683/22143/22146/105988/67203/72083/26413/21762/75296/19170/51792/224640/16912/16913/13001/72415/67052/19348/52563/16906/225659/72124/70799/225745/76308/23825/67849/225849/16319/13006/227613/68475/227720/66998/26920/19177/59029/70231/13427/69482/59015/19182/228421/66296/51885/99100/215387/17222/228769/12995/13589/16328/66934/66679/26444/20873/70099/67037/16905/100043813/19172/19185/319176/319190/97114/15267/15077/97122/319154/51788/59021/53598/14211/66440/214444/230376/67733/72787/73804/107995/26445/18221/108911/69928/19181/231042/12615/231123/54392/52206/381644/12617/269113/71782/56455/19047/434233/56317/59008/67151/67956/22190/22628/17120/100710/83922/56150/13191/54563/110379/53857/320332/232440/232987/23996/57296/66411/71909/233276/75430/101706/26440/101565/18751/26417/12237/23997/259279/69957/244329/19053/18536/71876/22186/76478/382030/71805/234663/17463/234865/74360/78658/15270/26951/73699/71819/68014/68121/20842/28135/76499/235661/20843/13726/236930/320595/24061,279
R-MMU-2262752,Cellular responses to stress,305/3886,431/8828,1.1557370052939618e-30,6.050283222713891e-28,3.278643399228661e-28,108664/21749/67923/26921/22145/70247/17164/17248/338375/108989/19821/11758/15078/17684/26408/140742/66403/19386/52717/104248/56371/50493/69736/17246/103468/15364/270802/56351/71962/12323/77605/78294/103554/17168/26420/216742/26397/22187/26398/216850/22059/19175/50932/19069/68275/22627/52615/69077/68097/26446/22123/56354/19192/217232/66997/445007/15081/30951/12418/18453/26443/56444/19167/15251/15512/14281/19179/13424/15519/19166/319185/319191/319152/319186/319159/319160/319169/56702/319153/319170/319188/665433/100041230/319161/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/14957/319151/319166/319165/319149/319156/319179/319164/68024/319155/50708/319148/319178/319172/319150/326620/326619/80838/22151/218210/268706/69590/66413/12325/67089/19173/19186/71844/219158/19645/170762/15499/56551/17972/14958/66538/56438/328572/18141/22143/22146/170644/26413/15260/21762/56637/11964/110920/20655/23872/19170/67673/11984/56716/268933/11974/15361/111241/14229/26416/12575/19763/16912/16913/110147/66237/15516/13819/71745/52563/15526/56550/16906/67665/72124/12460/81601/54683/20867/319594/11757/227613/227720/14828/66998/19177/59029/13427/69482/59015/19182/12359/17222/228769/66679/26444/665113/241915/12428/18415/19172/19185/11863/319176/319190/97114/15267/15077/97122/319154/68576/108058/66105/51788/56692/27354/242341/15502/12017/53598/269523/22166/66440/66290/68441/16476/72787/18477/114143/230676/54170/26445/19646/230784/20111/12345/56717/19181/231042/19744/23950/52206/269113/56455/17165/56317/59008/67151/22190/66096/15505/252875/101148/12343/101185/66144/14056/13191/54563/22346/110379/11973/53857/101142/14228/12576/320332/232440/13875/112406/23996/57296/66411/12447/67605/67669/13626/75430/66508/26440/26417/29810/23997/26400/69957/22428/11966/22186/81489/56445/71805/234663/11972/497652/17463/13057/234865/17535/23871/15481/15270/11920/58233/13627/102626/14775/235661/29806/11835/245688,305
R-MMU-8953897,Cellular responses to external stimuli,305/3886,433/8828,4.405561170027146e-30,1.537540848339474e-27,8.33192094963029e-28,108664/21749/67923/26921/22145/70247/17164/17248/338375/108989/19821/11758/15078/17684/26408/140742/66403/19386/52717/104248/56371/50493/69736/17246/103468/15364/270802/56351/71962/12323/77605/78294/103554/17168/26420/216742/26397/22187/26398/216850/22059/19175/50932/19069/68275/22627/52615/69077/68097/26446/22123/56354/19192/217232/66997/445007/15081/30951/12418/18453/26443/56444/19167/15251/15512/14281/19179/13424/15519/19166/319185/319191/319152/319186/319159/319160/319169/56702/319153/319170/319188/665433/100041230/319161/319168/319184/319158/319167/319183/69386/319173/97908/319182/260423/319157/14957/319151/319166/319165/319149/319156/319179/319164/68024/319155/50708/319148/319178/319172/319150/326620/326619/80838/22151/218210/268706/69590/66413/12325/67089/19173/19186/71844/219158/19645/170762/15499/56551/17972/14958/66538/56438/328572/18141/22143/22146/170644/26413/15260/21762/56637/11964/110920/20655/23872/19170/67673/11984/56716/268933/11974/15361/111241/14229/26416/12575/19763/16912/16913/110147/66237/15516/13819/71745/52563/15526/56550/16906/67665/72124/12460/81601/54683/20867/319594/11757/227613/227720/14828/66998/19177/59029/13427/69482/59015/19182/12359/17222/228769/66679/26444/665113/241915/12428/18415/19172/19185/11863/319176/319190/97114/15267/15077/97122/319154/68576/108058/66105/51788/56692/27354/242341/15502/12017/53598/269523/22166/66440/66290/68441/16476/72787/18477/114143/230676/54170/26445/19646/230784/20111/12345/56717/19181/231042/19744/23950/52206/269113/56455/17165/56317/59008/67151/22190/66096/15505/252875/101148/12343/101185/66144/14056/13191/54563/22346/110379/11973/53857/101142/14228/12576/320332/232440/13875/112406/23996/57296/66411/12447/67605/67669/13626/75430/66508/26440/26417/29810/23997/26400/69957/22428/11966/22186/81489/56445/71805/234663/11972/497652/17463/13057/234865/17535/23871/15481/15270/11920/58233/13627/102626/14775/235661/29806/11835/245688,305
R-MMU-5688426,Deubiquitination,192/3886,246/8828,2.3813087831232985e-28,6.233075739825234e-26,3.377698510798574e-26,70675/12021/319651/70247/226418/17248/56207/30941/13982/21929/68031/12534/17246/14479/110962/17847/78294/103554/108645/22333/57783/319162/216825/22187/22059/216869/19175/59040/69077/217057/26446/22123/56208/19192/12189/66313/66997/26443/18035/19167/15251/19179/110616/22632/69641/22031/19166/319191/319169/319170/665433/319168/319167/319173/319166/319165/319164/319172/19766/218214/20184/246103/66413/22334/56249/104416/67089/19173/19186/50933/17869/74158/66513/328572/51812/21762/28185/30940/74112/19170/12005/16912/16913/18519/59025/225280/11555/17128/17131/17126/19671/107260/19211/76630/74493/14462/20844/22030/74270/66998/19177/109241/56324/59029/71586/19182/107986/22034/68142/84092/228769/228790/26444/56436/56456/12428/20439/19172/19185/229603/621893/319176/15267/170822/192656/26409/230073/269523/19359/320713/329908/107995/26445/170707/68350/19181/107976/70681/100756/71954/67151/22190/17425/11461/76800/22217/107607/70020/70527/56505/101206/24110/232440/23996/57296/170711/109689/24075/74996/26440/101565/360216/23997/18970/21951/22186/68251/19358/74256/17463/22224/67952/11797/11796/50868/235134/53376/235323/17127/235441/84585/11848/22258/71472/67561/22284/236733/15161/16151/11835/108155/407786,192
R-MMU-72203,Processing of Capped Intron-Containing Pre-mRNA,178/3886,228/8828,2.2438549750228287e-26,4.6986323176978036e-24,2.5461849084995893e-24,20643/70579/108989/13211/51810/66125/71713/19386/67500/67332/66420/69736/69878/103468/66118/107829/193116/59013/20020/19069/192159/110809/67480/20624/72047/445007/20382/192170/21681/54451/66354/51786/18789/67797/218210/73666/212880/77134/15387/238831/67285/66231/15381/56335/54196/71844/68705/22380/170762/17749/67959/94230/20826/73826/18141/74351/18521/15382/20462/60532/75956/19826/20630/20383/108121/76936/27756/53817/69192/98053/225027/225160/20641/69241/74320/66810/72124/27366/319322/20227/53319/67710/269061/28000/83410/76479/76938/74412/227720/56194/229279/80744/69482/98985/59015/228410/11834/320632/20638/20639/56488/66642/67996/67337/66679/68879/53317/94315/66511/70767/107701/68183/67225/210529/13684/69207/70052/72787/17149/22608/66101/56031/75062/66585/68598/68592/51796/14105/74326/231042/20492/13204/66899/269113/11991/54723/76167/83701/54188/76522/66373/68011/23983/66618/57905/54563/110379/98758/68988/22185/232989/53607/15388/20637/68981/74737/70233/233908/15568/70616/50783/27967/19656/78651/68278/68219/71805/20021/101943/234865/15481/67958/83486/54633/68134/331401/19655/108062,178
R-MMU-69620,Cell Cycle Checkpoints,208/3886,282/8828,7.410076379464589e-25,1.2930583282165707e-22,7.007072225493709e-23,17215/18393/22218/12021/70247/76707/17219/17248/26374/66977/226747/226849/19386/52717/12534/52696/59004/69736/93765/17246/103468/15574/103573/78294/103554/19052/21975/22187/83431/20877/22059/19175/18472/68275/22627/216965/69077/237911/66140/68097/26446/22123/23834/19192/12189/217232/66997/445007/11799/52504/22630/26443/19167/26932/19179/26931/13424/19166/319185/319152/319186/319159/319160/319153/319188/100041230/319161/319184/319158/319183/69386/97908/319182/319157/319156/319179/68024/319155/319178/326620/326619/66336/20184/74386/16563/66413/67089/19173/19186/19355/22631/19387/29870/223970/67203/70620/17217/12544/21762/106344/70238/19170/51792/12575/16912/16913/240087/72415/67052/225182/52563/72124/81601/225849/16319/66998/19177/59029/13427/59015/19182/228421/17222/66634/228769/13589/228829/66934/54401/26444/12428/67037/100043813/19172/19185/319190/97122/27354/66440/67733/18392/73804/107995/26445/18221/108911/69928/27214/19181/26429/12615/107976/22629/52206/12617/70681/12545/50883/56455/72151/19047/434233/231724/56317/59008/67151/22190/19718/22628/17220/17120/69263/56150/17216/110379/12576/320332/232987/23996/57296/12447/15204/12144/75430/22390/26440/12237/23997/69957/22427/19053/71876/22186/68251/17218/234663/17463/234865/17535/12649/15270/26951/73699/11920/68014/76499/235661/236930,208
R-MMU-73894,DNA Repair,224/3886,314/8828,1.9734782421910296e-23,2.9517595993914404e-21,1.5995560489337821e-21,21399/21749/56210/246229/22218/12021/22596/26895/108679/67196/76843/19714/20610/66420/59004/50721/21665/93765/21853/54125/18972/77605/15574/78294/268395/22210/268420/21975/22187/22059/20020/68275/19364/237911/114714/217069/268465/12189/16647/170930/209334/17420/19363/22632/319185/319191/319152/319186/319159/319160/319169/319153/319170/319188/665433/100041230/319161/319168/319184/319158/319167/319183/69386/319173/97908/319182/319157/319166/319165/319156/319179/319164/68024/319155/319178/319172/326620/326619/56196/20184/74386/14088/66671/108138/17686/27015/23894/12572/56249/104416/319955/11546/11792/382913/19355/17749/56438/328572/14375/51812/71726/52864/223970/50505/70620/19090/224008/106344/70238/77782/15312/193838/22196/14885/240087/17688/225182/225280/69241/13872/26447/69745/71711/81601/67710/13194/28000/227525/107986/11834/68142/12848/18538/14049/269400/56456/12428/319176/319190/15267/97122/68058/140917/51788/27354/77593/269523/22590/19359/59001/230484/56031/100206/71890/69928/67513/100038882/57434/55982/107976/71101/19822/19687/26891/70681/50883/72151/231724/22190/19718/22385/26893/11461/12190/69263/101185/66979/70020/57905/56505/22591/232314/58186/18294/211651/19365/26894/320332/232440/16881/13870/18971/14884/100040608/15204/330554/208836/12144/67967/233826/56420/319583/18970/22427/234258/22186/68251/93762/19358/20021/497652/22224/14087/17535/235134/12649/15270/11920/72774/66131/93836/17350/67561/72584,224
R-MMU-72766,Translation,169/3886,223/8828,1.5289146322290815e-22,2.0009670249298103e-20,1.0843223510150988e-20,27395/19989/107734/226982/114641/69527/69163/64659/27058/108853/20054/13629/66047/67270/27370/78294/216767/67212/13681/57837/64656/107732/67036/65019/19921/19942/67671/68572/60441/217337/56282/20115/24067/665155/20090/66483/13665/217715/217869/94066/66475/320806/218506/66128/59054/66480/66242/20088/69089/68836/67281/19946/18458/16341/68135/66656/26961/55944/27367/75705/14852/224045/13682/57808/68193/27393/67768/121022/67097/54127/20084/68565/27398/225363/20044/66419/67160/94063/13669/107733/118451/269261/67871/66489/98221/20813/78655/100042807/77721/67204/66230/68028/20091/65111/100043813/68436/74776/13684/67427/28028/20104/108067/66407/54709/67025/19934/66448/66077/13667/66845/20005/66661/94061/100503670/11837/19988/209354/66258/22384/27979/14548/66223/69956/56284/68499/19951/66493/232536/76846/19943/20103/20085/20055/24030/73830/22121/19899/67308/20068/27050/52443/27397/66085/26451/68052/267019/67186/19935/57312/22186/76808/94065/102060/270106/53356/66163/56040/67891/67941/13627/64655/94062/19944/16785/67248/110954/26905/20102/19982,169
R-MMU-5689880,Ub-specific processing proteases,143/3886,181/8828,2.6014106241980563e-22,3.026307692817072e-20,1.639953598178658e-20,319651/70247/17248/30941/68031/17246/14479/17847/78294/103554/108645/22333/319162/216825/22187/22059/216869/19175/59040/69077/217057/26446/22123/56208/19192/66313/66997/26443/18035/19167/15251/19179/69641/19166/319191/319169/319170/665433/319168/319167/319173/319166/319165/319164/319172/19766/246103/66413/22334/67089/19173/19186/17869/66513/21762/28185/30940/74112/19170/12005/16912/16913/59025/11555/17128/17131/17126/19671/107260/19211/74493/14462/22030/74270/66998/19177/56324/59029/71586/19182/107986/22034/84092/228769/26444/56436/12428/20439/19172/19185/621893/319176/15267/170822/26409/230073/329908/107995/26445/170707/68350/19181/100756/71954/67151/22190/76800/22217/56505/101206/24110/232440/23996/57296/109689/24075/74996/26440/101565/23997/18970/21951/22186/74256/17463/22224/67952/11797/11796/50868/53376/235323/17127/235441/84585/22258/71472/67561/22284/236733/16151/11835/407786,143
R-MMU-72163,mRNA Splicing - Major Pathway,134/3886,172/8828,5.59304869884065e-20,5.855921987686161e-18,3.1733192091316962e-18,20643/13211/51810/66125/71713/67500/67332/66420/69878/193116/59013/20020/192159/110809/67480/20624/72047/20382/192170/21681/54451/66354/51786/18789/212880/77134/15387/238831/67285/15381/54196/68705/22380/17749/67959/94230/20826/74351/18521/15382/20462/75956/19826/20630/20383/108121/76936/27756/69192/98053/225027/20641/69241/74320/66810/27366/319322/20227/67710/269061/28000/83410/76479/76938/56194/229279/80744/98985/228410/11834/320632/20638/20639/66642/67996/67337/68879/53317/94315/70767/107701/68183/69207/70052/17149/22608/66101/56031/75062/66585/68598/68592/51796/14105/74326/13204/66899/11991/54723/83701/54188/76522/66373/68011/23983/66618/57905/98758/68988/22185/232989/53607/15388/20637/68981/74737/70233/233908/15568/70616/50783/27967/19656/78651/68219/20021/101943/15481/67958/83486/54633/68134/19655/108062,134
